"country","v30","v31","v22","v23","v24","v34","F1","F2","att_eco","v21","v21d","TIME","gini_index"
"Austria",3,3,4,4,3,3,5.58,9.61,15.19,3,0,2018,0.28
"Austria",2,2,2,3,3,3,3.72,7.47,11.19,4,1,2018,0.28
"Austria",4,4,4,4,4,5,7.44,11.53,18.97,4,1,2018,0.28
"Austria",3,3,4,3,3,2,5.58,8.2,13.78,3,0,2018,0.28
"Austria",2,2,3,2,1,3,3.72,6.16,9.88,4,1,2018,0.28
"Austria",2,3,3,3,3,4,4.65,8.81,13.46,2,0,2018,0.28
"Austria",5,5,3,3,3,3,9.3,8.16,17.46,4,1,2018,0.28
"Austria",2,4,3,2,3,4,5.58,8.05,13.63,4,1,2018,0.28
"Austria",2,2,2,3,3,2,3.72,6.82,10.54,3,0,2018,0.28
"Austria",5,5,5,4,4,2,9.3,10.27,19.57,5,1,2018,0.28
"Austria",5,5,5,4,4,2,9.3,10.27,19.57,5,1,2018,0.28
"Austria",5,5,5,4,4,2,9.3,10.27,19.57,5,1,2018,0.28
"Austria",3,3,4,4,3,4,5.58,10.26,15.84,4,1,2018,0.28
"Austria",3,3,4,4,4,4,5.58,10.88,16.46,4,1,2018,0.28
"Austria",5,5,5,5,3,5,9.3,12.36,21.66,5,1,2018,0.28
"Austria",4,5,3,4,3,2,8.37,8.27,16.64,3,0,2018,0.28
"Austria",5,5,5,5,4,5,9.3,12.98,22.28,5,1,2018,0.28
"Austria",5,5,5,4,4,2,9.3,10.27,19.57,5,1,2018,0.28
"Austria",5,5,4,4,4,2,9.3,9.58,18.88,5,1,2018,0.28
"Austria",5,5,5,4,4,2,9.3,10.27,19.57,5,1,2018,0.28
"Austria",5,5,5,4,4,2,9.3,10.27,19.57,5,1,2018,0.28
"Austria",5,5,5,4,4,2,9.3,10.27,19.57,5,1,2018,0.28
"Austria",5,5,5,4,4,2,9.3,10.27,19.57,5,1,2018,0.28
"Austria",5,5,5,4,4,2,9.3,10.27,19.57,5,1,2018,0.28
"Austria",5,5,5,4,2,3,9.3,9.68,18.98,4,1,2018,0.28
"Austria",5,5,5,3,4,3,9.3,10.16,19.46,4,1,2018,0.28
"Austria",3,4,3,3,4,3,6.51,8.78,15.29,4,1,2018,0.28
"Austria",4,4,3,4,3,1,7.44,7.62,15.06,4,1,2018,0.28
"Austria",4,4,4,4,3,3,7.44,9.61,17.05,4,1,2018,0.28
"Austria",4,5,3,4,4,3,8.37,9.54,17.91,4,1,2018,0.28
"Austria",3,3,5,3,2,3,5.58,8.92,14.5,5,1,2018,0.28
"Austria",4,4,5,2,2,4,7.44,8.81,16.25,5,1,2018,0.28
"Austria",5,5,5,5,3,4,9.3,11.71,21.01,5,1,2018,0.28
"Austria",5,5,5,5,5,5,9.3,13.6,22.9,5,1,2018,0.28
"Austria",2,2,3,4,2,1,3.72,7,10.72,4,1,2018,0.28
"Austria",5,4,5,4,4,5,8.37,12.22,20.59,5,1,2018,0.28
"Austria",3,1,5,3,4,3,3.72,10.16,13.88,4,1,2018,0.28
"Austria",2,3,4,3,3,5,4.65,10.15,14.8,4,1,2018,0.28
"Austria",2,3,3,3,4,4,4.65,9.43,14.08,4,1,2018,0.28
"Austria",5,1,5,4,5,4,5.58,12.19,17.77,5,1,2018,0.28
"Austria",3,4,4,2,3,1,6.51,6.79,13.3,4,1,2018,0.28
"Austria",5,5,4,3,4,3,9.3,9.47,18.77,5,1,2018,0.28
"Austria",2,4,2,3,4,1,5.58,6.79,12.37,5,1,2018,0.28
"Austria",5,5,4,4,4,4,9.3,10.88,20.18,4,1,2018,0.28
"Austria",3,3,4,4,5,2,5.58,10.2,15.78,5,1,2018,0.28
"Austria",5,5,5,3,3,3,9.3,9.54,18.84,4,1,2018,0.28
"Austria",4,5,5,5,5,1,8.37,11,19.37,5,1,2018,0.28
"Austria",5,5,5,5,5,1,9.3,11,20.3,4,1,2018,0.28
"Austria",4,4,5,5,5,2,7.44,11.65,19.09,5,1,2018,0.28
"Austria",4,5,4,4,4,3,8.37,10.23,18.6,4,1,2018,0.28
"Austria",2,2,5,3,4,5,3.72,11.46,15.18,4,1,2018,0.28
"Austria",5,4,4,4,5,1,8.37,9.55,17.92,4,1,2018,0.28
"Austria",4,3,4,4,4,3,6.51,10.23,16.74,4,1,2018,0.28
"Austria",5,5,5,2,2,1,9.3,6.86,16.16,5,1,2018,0.28
"Austria",3,3,4,4,4,4,5.58,10.88,16.46,4,1,2018,0.28
"Austria",5,5,4,4,4,1,9.3,8.93,18.23,4,1,2018,0.28
"Austria",3,3,4,4,3,2,5.58,8.96,14.54,2,0,2018,0.28
"Austria",5,5,5,5,5,5,9.3,13.6,22.9,5,1,2018,0.28
"Austria",5,5,4,4,4,1,9.3,8.93,18.23,5,1,2018,0.28
"Austria",5,5,5,5,5,2,9.3,11.65,20.95,5,1,2018,0.28
"Austria",4,5,4,4,4,3,8.37,10.23,18.6,4,1,2018,0.28
"Austria",4,4,5,4,5,1,7.44,10.24,17.68,5,1,2018,0.28
"Austria",5,4,4,3,4,4,8.37,10.12,18.49,4,1,2018,0.28
"Austria",5,5,4,5,5,1,9.3,10.31,19.61,4,1,2018,0.28
"Austria",5,5,3,4,4,2,9.3,8.89,18.19,4,1,2018,0.28
"Austria",4,3,4,4,4,4,6.51,10.88,17.39,4,1,2018,0.28
"Austria",5,5,4,4,4,5,9.3,11.53,20.83,5,1,2018,0.28
"Austria",3,3,4,4,2,3,5.58,8.99,14.57,3,0,2018,0.28
"Austria",2,2,4,4,2,4,3.72,9.64,13.36,4,1,2018,0.28
"Austria",4,5,2,4,2,3,8.37,7.61,15.98,4,1,2018,0.28
"Austria",4,4,5,4,4,4,7.44,11.57,19.01,5,1,2018,0.28
"Austria",4,5,3,4,3,4,8.37,9.57,17.94,3,0,2018,0.28
"Austria",4,4,4,4,4,4,7.44,10.88,18.32,4,1,2018,0.28
"Austria",5,5,4,4,4,4,9.3,10.88,20.18,4,1,2018,0.28
"Austria",2,4,3,4,4,2,5.58,8.89,14.47,2,0,2018,0.28
"Austria",4,4,5,4,5,3,7.44,11.54,18.98,4,1,2018,0.28
"Austria",4,4,4,3,4,5,7.44,10.77,18.21,5,1,2018,0.28
"Austria",3,4,2,1,3,2,6.51,5.3,11.81,3,0,2018,0.28
"Austria",5,4,4,5,5,4,8.37,12.26,20.63,5,1,2018,0.28
"Austria",4,4,5,4,1,4,7.44,9.71,17.15,4,1,2018,0.28
"Austria",1,1,5,5,5,5,1.86,13.6,15.46,5,1,2018,0.28
"Austria",5,5,5,5,2,3,9.3,10.44,19.74,5,1,2018,0.28
"Austria",3,3,5,5,5,3,5.58,12.3,17.88,5,1,2018,0.28
"Austria",2,2,4,4,2,2,3.72,8.34,12.06,4,1,2018,0.28
"Austria",2,2,4,4,2,4,3.72,9.64,13.36,4,1,2018,0.28
"Austria",5,5,5,5,5,3,9.3,12.3,21.6,5,1,2018,0.28
"Austria",2,4,4,3,3,2,5.58,8.2,13.78,3,0,2018,0.28
"Austria",5,3,3,4,5,1,7.44,8.86,16.3,5,1,2018,0.28
"Austria",5,5,4,4,4,1,9.3,8.93,18.23,4,1,2018,0.28
"Austria",3,3,4,4,4,4,5.58,10.88,16.46,4,1,2018,0.28
"Austria",4,2,3,4,3,3,5.58,8.92,14.5,4,1,2018,0.28
"Austria",3,4,5,3,4,3,6.51,10.16,16.67,5,1,2018,0.28
"Austria",5,5,5,4,4,2,9.3,10.27,19.57,5,1,2018,0.28
"Austria",5,5,5,4,5,3,9.3,11.54,20.84,5,1,2018,0.28
"Austria",5,5,5,4,5,2,9.3,10.89,20.19,5,1,2018,0.28
"Austria",5,5,5,5,5,2,9.3,11.65,20.95,5,1,2018,0.28
"Austria",3,3,4,4,3,3,5.58,9.61,15.19,4,1,2018,0.28
"Austria",4,3,5,5,3,3,6.51,11.06,17.57,5,1,2018,0.28
"Austria",5,5,5,5,5,2,9.3,11.65,20.95,5,1,2018,0.28
"Austria",5,5,5,5,5,2,9.3,11.65,20.95,5,1,2018,0.28
"Austria",4,3,5,2,4,1,6.51,8.1,14.61,5,1,2018,0.28
"Austria",5,5,5,5,5,5,9.3,13.6,22.9,5,1,2018,0.28
"Austria",5,5,5,5,4,5,9.3,12.98,22.28,5,1,2018,0.28
"Austria",2,2,4,4,4,4,3.72,10.88,14.6,4,1,2018,0.28
"Austria",3,3,5,5,5,2,5.58,11.65,17.23,5,1,2018,0.28
"Austria",4,4,4,4,2,4,7.44,9.64,17.08,4,1,2018,0.28
"Austria",3,3,5,2,3,2,5.58,8.13,13.71,4,1,2018,0.28
"Austria",1,1,5,3,3,1,1.86,8.24,10.1,5,1,2018,0.28
"Austria",4,2,4,2,4,2,5.58,8.06,13.64,4,1,2018,0.28
"Austria",5,5,4,5,4,4,9.3,11.64,20.94,4,1,2018,0.28
"Austria",3,5,3,3,3,1,7.44,6.86,14.3,5,1,2018,0.28
"Austria",2,2,3,4,2,3,3.72,8.3,12.02,3,0,2018,0.28
"Austria",4,3,5,3,4,2,6.51,9.51,16.02,5,1,2018,0.28
"Austria",5,4,3,4,3,4,8.37,9.57,17.94,3,0,2018,0.28
"Austria",3,4,4,3,2,2,6.51,7.58,14.09,4,1,2018,0.28
"Austria",2,2,2,4,2,2,3.72,6.96,10.68,4,1,2018,0.28
"Austria",5,5,5,5,5,5,9.3,13.6,22.9,5,1,2018,0.28
"Austria",3,5,5,5,5,5,7.44,13.6,21.04,5,1,2018,0.28
"Austria",2,2,3,3,3,3,3.72,8.16,11.88,4,1,2018,0.28
"Austria",4,4,4,2,3,2,7.44,7.44,14.88,4,1,2018,0.28
"Austria",3,3,5,3,5,5,5.58,12.08,17.66,5,1,2018,0.28
"Austria",3,3,3,3,3,3,5.58,8.16,13.74,3,0,2018,0.28
"Austria",3,3,4,3,3,4,5.58,9.5,15.08,4,1,2018,0.28
"Austria",4,5,4,4,2,4,8.37,9.64,18.01,3,0,2018,0.28
"Austria",5,5,5,2,3,2,9.3,8.13,17.43,5,1,2018,0.28
"Austria",5,5,5,4,3,3,9.3,10.3,19.6,5,1,2018,0.28
"Austria",4,4,3,4,3,2,7.44,8.27,15.71,3,0,2018,0.28
"Austria",4,4,3,2,3,2,7.44,6.75,14.19,3,0,2018,0.28
"Austria",3,3,4,3,3,4,5.58,9.5,15.08,5,1,2018,0.28
"Austria",2,3,2,3,4,3,4.65,8.09,12.74,5,1,2018,0.28
"Austria",4,4,3,4,5,4,7.44,10.81,18.25,4,1,2018,0.28
"Austria",2,2,3,2,2,2,3.72,6.13,9.85,3,0,2018,0.28
"Austria",5,5,1,1,5,1,9.3,5.2,14.5,5,1,2018,0.28
"Austria",2,2,5,4,5,3,3.72,11.54,15.26,5,1,2018,0.28
"Austria",2,2,3,4,4,3,3.72,9.54,13.26,4,1,2018,0.28
"Austria",3,3,3,3,4,2,5.58,8.13,13.71,5,1,2018,0.28
"Austria",4,4,4,3,4,4,7.44,10.12,17.56,4,1,2018,0.28
"Austria",4,4,4,3,3,1,7.44,7.55,14.99,4,1,2018,0.28
"Austria",4,4,4,4,2,2,7.44,8.34,15.78,4,1,2018,0.28
"Austria",2,2,4,4,4,3,3.72,10.23,13.95,5,1,2018,0.28
"Austria",5,4,5,4,4,4,8.37,11.57,19.94,4,1,2018,0.28
"Austria",4,3,5,3,4,2,6.51,9.51,16.02,5,1,2018,0.28
"Austria",4,4,3,2,3,1,7.44,6.1,13.54,4,1,2018,0.28
"Austria",5,4,4,4,3,4,8.37,10.26,18.63,5,1,2018,0.28
"Austria",4,4,3,3,3,2,7.44,7.51,14.95,4,1,2018,0.28
"Austria",5,5,5,5,5,5,9.3,13.6,22.9,4,1,2018,0.28
"Austria",3,4,5,5,5,4,6.51,12.95,19.46,5,1,2018,0.28
"Austria",2,2,1,1,2,3,3.72,4.64,8.36,2,0,2018,0.28
"Austria",3,3,3,3,4,4,5.58,9.43,15.01,4,1,2018,0.28
"Austria",5,4,3,2,5,1,8.37,7.34,15.71,4,1,2018,0.28
"Austria",5,5,5,3,5,5,9.3,12.08,21.38,5,1,2018,0.28
"Austria",3,3,5,4,4,3,5.58,10.92,16.5,4,1,2018,0.28
"Austria",2,2,4,1,4,5,3.72,9.25,12.97,4,1,2018,0.28
"Austria",5,4,5,3,3,1,8.37,8.24,16.61,5,1,2018,0.28
"Austria",5,5,4,3,1,4,9.3,8.26,17.56,3,0,2018,0.28
"Austria",3,3,2,2,2,1,5.58,4.79,10.37,3,0,2018,0.28
"Austria",4,4,4,3,4,2,7.44,8.82,16.26,3,0,2018,0.28
"Austria",4,4,4,4,2,1,7.44,7.69,15.13,4,1,2018,0.28
"Austria",5,5,5,2,4,2,9.3,8.75,18.05,2,0,2018,0.28
"Austria",5,5,4,4,3,1,9.3,8.31,17.61,5,1,2018,0.28
"Austria",5,5,4,4,2,1,9.3,7.69,16.99,4,1,2018,0.28
"Austria",5,5,4,1,3,1,9.3,6.03,15.33,5,1,2018,0.28
"Austria",5,5,5,2,2,1,9.3,6.86,16.16,4,1,2018,0.28
"Austria",5,5,4,1,3,3,9.3,7.33,16.63,3,0,2018,0.28
"Austria",5,5,5,5,1,3,9.3,9.82,19.12,5,1,2018,0.28
